"individual","Block","trait","trait_id"
1432,3,1.379963715,"Area.TreatW"
1437,5,1.274717362,"Area.TreatW"
1440,3,1.368069406,"Area.TreatW"
1443,3,1.896451296,"Area.TreatW"
1444,5,2.158797807,"Area.TreatW"
1445,3,1.640557683,"Area.TreatW"
1451,3,1.553584032,"Area.TreatW"
1453,1,1.255009121,"Area.TreatW"
1457,5,NA,"Area.TreatW"
1458,1,1.773634176,"Area.TreatW"
1460,1,1.507009151,"Area.TreatW"
1462,1,1.736061967,"Area.TreatW"
1465,3,0.893772771,"Area.TreatW"
1473,5,1.397246952,"Area.TreatW"
1474,1,1.179800484,"Area.TreatW"
1475,3,1.134864798,"Area.TreatW"
1477,1,1.310288801,"Area.TreatW"
1479,1,1.549367304,"Area.TreatW"
1484,1,1.126612073,"Area.TreatW"
1486,3,NA,"Area.TreatW"
1487,3,1.639980989,"Area.TreatW"
1488,1,1.841159215,"Area.TreatW"
1489,1,1.803788185,"Area.TreatW"
1490,5,1.503210921,"Area.TreatW"
1491,5,NA,"Area.TreatW"
1492,3,1.744866996,"Area.TreatW"
1493,3,2.918436324,"Area.TreatW"
1496,3,1.811105154,"Area.TreatW"
1497,5,2.672109341,"Area.TreatW"
1498,1,1.373170952,"Area.TreatW"
1499,5,1.373472142,"Area.TreatW"
1500,1,1.460228347,"Area.TreatW"
1507,3,1.370952536,"Area.TreatW"
1508,5,1.87720234,"Area.TreatW"
1510,1,1.31838935,"Area.TreatW"
1512,1,1.217170156,"Area.TreatW"
1516,3,2.124416437,"Area.TreatW"
1518,3,1.660735615,"Area.TreatW"
1520,1,1.476568928,"Area.TreatW"
1526,5,NA,"Area.TreatW"
1527,1,1.137778777,"Area.TreatW"
1528,3,1.527258915,"Area.TreatW"
1532,3,2.18783877,"Area.TreatW"
1535,5,1.942085658,"Area.TreatW"
1542,5,1.17762649,"Area.TreatW"
1543,1,1.05495747,"Area.TreatW"
1545,5,2.010762676,"Area.TreatW"
1546,5,1.727126403,"Area.TreatW"
1547,3,1.541303666,"Area.TreatW"
1561,1,1.714261051,"Area.TreatW"
1562,5,2.271681133,"Area.TreatW"
1565,1,1.241996542,"Area.TreatW"
1569,3,1.441508914,"Area.TreatW"
1570,5,1.260657091,"Area.TreatW"
1571,3,2.127621551,"Area.TreatW"
1572,1,1.340119546,"Area.TreatW"
1574,3,NA,"Area.TreatW"
1575,1,1.003370141,"Area.TreatW"
1620,1,1.100686613,"Area.TreatW"
1623,3,1.087070802,"Area.TreatW"
1624,5,NA,"Area.TreatW"
1625,5,1.132001945,"Area.TreatW"
1626,3,2.622154414,"Area.TreatW"
1663,3,1.524434473,"Area.TreatW"
1664,1,0.78306075,"Area.TreatW"
1665,5,2.094226857,"Area.TreatW"
1700,1,1.896134117,"Area.TreatW"
1,4,NA,"FvFm_prima.TreatD"
3,2,0.61299435,"FvFm_prima.TreatD"
4,2,0.431309904,"FvFm_prima.TreatD"
91,6,0.618911175,"FvFm_prima.TreatD"
94,2,0.554455446,"FvFm_prima.TreatD"
96,6,NA,"FvFm_prima.TreatD"
159,6,0.609467456,"FvFm_prima.TreatD"
160,4,0.481751825,"FvFm_prima.TreatD"
294,4,0.648769575,"FvFm_prima.TreatD"
893,6,0.549071618,"FvFm_prima.TreatD"
1195,4,NA,"FvFm_prima.TreatD"
1197,6,0.589673913,"FvFm_prima.TreatD"
1199,2,0.43231441,"FvFm_prima.TreatD"
1201,4,0.559701493,"FvFm_prima.TreatD"
1204,2,0.702258727,"FvFm_prima.TreatD"
1212,4,0.486206897,"FvFm_prima.TreatD"
1213,2,0.647214854,"FvFm_prima.TreatD"
1221,6,0.582172702,"FvFm_prima.TreatD"
1223,6,0.62,"FvFm_prima.TreatD"
1227,2,0.669456067,"FvFm_prima.TreatD"
1228,4,0.641758242,"FvFm_prima.TreatD"
1230,2,0.5,"FvFm_prima.TreatD"
1231,4,NA,"FvFm_prima.TreatD"
1233,6,0.435897436,"FvFm_prima.TreatD"
1234,6,0.537267081,"FvFm_prima.TreatD"
1235,4,0.685714286,"FvFm_prima.TreatD"
1237,2,0.414141414,"FvFm_prima.TreatD"
1238,2,0.604938272,"FvFm_prima.TreatD"
1240,4,NA,"FvFm_prima.TreatD"
1241,4,NA,"FvFm_prima.TreatD"
1242,2,0.580645161,"FvFm_prima.TreatD"
1243,6,0.642156863,"FvFm_prima.TreatD"
1244,6,0.641552511,"FvFm_prima.TreatD"
1245,4,0.645702306,"FvFm_prima.TreatD"
1246,2,0.713235294,"FvFm_prima.TreatD"
1251,6,0.425925926,"FvFm_prima.TreatD"
1252,6,0.648734177,"FvFm_prima.TreatD"
1253,2,0.52238806,"FvFm_prima.TreatD"
1256,6,0.627906977,"FvFm_prima.TreatD"
1258,4,NA,"FvFm_prima.TreatD"
1261,2,0.548494983,"FvFm_prima.TreatD"
1262,6,0.43902439,"FvFm_prima.TreatD"
1269,6,NA,"FvFm_prima.TreatD"
1270,6,NA,"FvFm_prima.TreatD"
1274,6,0.657894737,"FvFm_prima.TreatD"
1279,2,NA,"FvFm_prima.TreatD"
1281,4,NA,"FvFm_prima.TreatD"
1282,6,0.58,"FvFm_prima.TreatD"
1283,2,0.678571429,"FvFm_prima.TreatD"
1284,4,0.574712644,"FvFm_prima.TreatD"
1285,6,0.453900709,"FvFm_prima.TreatD"
1288,6,NA,"FvFm_prima.TreatD"
1292,6,NA,"FvFm_prima.TreatD"
1296,2,NA,"FvFm_prima.TreatD"
1298,4,NA,"FvFm_prima.TreatD"
1299,4,NA,"FvFm_prima.TreatD"
1304,6,0.651026393,"FvFm_prima.TreatD"
1308,6,0.487889273,"FvFm_prima.TreatD"
1309,2,0.637142857,"FvFm_prima.TreatD"
1313,4,NA,"FvFm_prima.TreatD"
1324,4,0.598802395,"FvFm_prima.TreatD"
1325,4,NA,"FvFm_prima.TreatD"
1327,6,0.539184953,"FvFm_prima.TreatD"
1328,2,0.50617284,"FvFm_prima.TreatD"
1331,6,0.551236749,"FvFm_prima.TreatD"
1332,6,0.494949495,"FvFm_prima.TreatD"
1334,6,NA,"FvFm_prima.TreatD"
1337,4,NA,"FvFm_prima.TreatD"
1338,4,0.551820728,"FvFm_prima.TreatD"
1339,2,0.678899083,"FvFm_prima.TreatD"
1343,2,0.659242762,"FvFm_prima.TreatD"
1344,4,0.615141956,"FvFm_prima.TreatD"
1346,2,0.723529412,"FvFm_prima.TreatD"
1351,4,NA,"FvFm_prima.TreatD"
1352,2,0.632211538,"FvFm_prima.TreatD"
1357,4,0.532934132,"FvFm_prima.TreatD"
1359,4,0.501474926,"FvFm_prima.TreatD"
1360,6,NA,"FvFm_prima.TreatD"
1362,6,0.368217054,"FvFm_prima.TreatD"
1363,2,0.410628019,"FvFm_prima.TreatD"
1364,2,0.577507599,"FvFm_prima.TreatD"
1365,4,0.482758621,"FvFm_prima.TreatD"
1366,6,0.469945355,"FvFm_prima.TreatD"
1370,4,0.527272727,"FvFm_prima.TreatD"
1376,2,0.591054313,"FvFm_prima.TreatD"
1377,2,NA,"FvFm_prima.TreatD"
1379,4,0.410526316,"FvFm_prima.TreatD"
1380,2,0.657718121,"FvFm_prima.TreatD"
1381,4,0.665384615,"FvFm_prima.TreatD"
1382,6,0.637889688,"FvFm_prima.TreatD"
1383,2,0.484304933,"FvFm_prima.TreatD"
1384,6,0.59566787,"FvFm_prima.TreatD"
1385,2,0.710239651,"FvFm_prima.TreatD"
1386,4,NA,"FvFm_prima.TreatD"
1387,6,0.602666667,"FvFm_prima.TreatD"
1389,4,NA,"FvFm_prima.TreatD"
1392,2,NA,"FvFm_prima.TreatD"
1393,2,0.657568238,"FvFm_prima.TreatD"
1395,4,0.666666667,"FvFm_prima.TreatD"
1397,6,0.58961039,"FvFm_prima.TreatD"
1399,4,0.559766764,"FvFm_prima.TreatD"
1400,2,0.601092896,"FvFm_prima.TreatD"
1401,2,0.535117057,"FvFm_prima.TreatD"
1408,6,0.655737705,"FvFm_prima.TreatD"
1409,2,NA,"FvFm_prima.TreatD"
1417,2,0.574829932,"FvFm_prima.TreatD"
1418,4,0.536912752,"FvFm_prima.TreatD"
1419,2,0.431309904,"FvFm_prima.TreatD"
1423,4,0.565632458,"FvFm_prima.TreatD"
1424,4,NA,"FvFm_prima.TreatD"
1429,2,0.679287305,"FvFm_prima.TreatD"
1430,2,0.654028436,"FvFm_prima.TreatD"
1433,6,0.7,"FvFm_prima.TreatD"
1434,4,0.522522523,"FvFm_prima.TreatD"
1435,2,0.451351351,"FvFm_prima.TreatD"
1436,4,0.471264368,"FvFm_prima.TreatD"
1438,4,0.575931232,"FvFm_prima.TreatD"
1439,6,0.731660232,"FvFm_prima.TreatD"
1441,4,0.610644258,"FvFm_prima.TreatD"
1442,2,NA,"FvFm_prima.TreatD"
1446,2,NA,"FvFm_prima.TreatD"
1447,4,NA,"FvFm_prima.TreatD"
1448,2,0.528688525,"FvFm_prima.TreatD"
1449,6,0.292857143,"FvFm_prima.TreatD"
1450,6,0.468634686,"FvFm_prima.TreatD"
1452,4,0.585585586,"FvFm_prima.TreatD"
1454,6,0.618181818,"FvFm_prima.TreatD"
1455,2,0.44,"FvFm_prima.TreatD"
1456,6,0.488745981,"FvFm_prima.TreatD"
1459,6,0.279661017,"FvFm_prima.TreatD"
1461,4,0.503401361,"FvFm_prima.TreatD"
1463,6,0.511363636,"FvFm_prima.TreatD"
1464,6,0.636138614,"FvFm_prima.TreatD"
1466,4,0.43153527,"FvFm_prima.TreatD"
1467,4,0.615384615,"FvFm_prima.TreatD"
1468,6,0.471042471,"FvFm_prima.TreatD"
1469,4,NA,"FvFm_prima.TreatD"
1470,6,0.615183246,"FvFm_prima.TreatD"
1471,2,NA,"FvFm_prima.TreatD"
1476,2,0.636144578,"FvFm_prima.TreatD"
1478,6,NA,"FvFm_prima.TreatD"
1480,4,0.47826087,"FvFm_prima.TreatD"
1481,6,0.408,"FvFm_prima.TreatD"
1482,4,NA,"FvFm_prima.TreatD"
1483,4,NA,"FvFm_prima.TreatD"
1485,2,0.605442177,"FvFm_prima.TreatD"
1494,4,0.50174216,"FvFm_prima.TreatD"
1495,2,0.602898551,"FvFm_prima.TreatD"
1504,2,0.501639344,"FvFm_prima.TreatD"
1505,6,0.449275362,"FvFm_prima.TreatD"
1506,4,NA,"FvFm_prima.TreatD"
1509,2,0.505263158,"FvFm_prima.TreatD"
1511,4,NA,"FvFm_prima.TreatD"
1513,4,0.096153846,"FvFm_prima.TreatD"
1514,2,0.648571429,"FvFm_prima.TreatD"
1517,4,0.489932886,"FvFm_prima.TreatD"
1519,6,0.616099071,"FvFm_prima.TreatD"
1521,6,NA,"FvFm_prima.TreatD"
1525,4,NA,"FvFm_prima.TreatD"
1529,6,0.402640264,"FvFm_prima.TreatD"
1530,2,0.622994652,"FvFm_prima.TreatD"
1531,2,0.512820513,"FvFm_prima.TreatD"
1533,2,0.661800487,"FvFm_prima.TreatD"
1534,4,0.502024291,"FvFm_prima.TreatD"
1540,2,0.73556797,"FvFm_prima.TreatD"
1541,2,0.665961945,"FvFm_prima.TreatD"
1544,6,0.679671458,"FvFm_prima.TreatD"
1548,2,0.616847826,"FvFm_prima.TreatD"
1549,6,0.605128205,"FvFm_prima.TreatD"
1550,6,NA,"FvFm_prima.TreatD"
1563,6,0.465949821,"FvFm_prima.TreatD"
1564,2,0.578616352,"FvFm_prima.TreatD"
1566,6,0.67940552,"FvFm_prima.TreatD"
1567,4,0.392265193,"FvFm_prima.TreatD"
1568,2,0.648960739,"FvFm_prima.TreatD"
1573,6,NA,"FvFm_prima.TreatD"
1618,6,0.471910112,"FvFm_prima.TreatD"
1619,4,0.595808383,"FvFm_prima.TreatD"
1621,2,NA,"FvFm_prima.TreatD"
1622,4,NA,"FvFm_prima.TreatD"
1662,4,NA,"FvFm_prima.TreatD"
1666,4,0.558404558,"FvFm_prima.TreatD"
2,1,0.195402299,"FvFm_prima.TreatW"
5,3,NA,"FvFm_prima.TreatW"
92,5,0.285714286,"FvFm_prima.TreatW"
93,5,0.310231023,"FvFm_prima.TreatW"
95,1,0.026234568,"FvFm_prima.TreatW"
97,5,0.448818898,"FvFm_prima.TreatW"
156,3,0.271428571,"FvFm_prima.TreatW"
157,5,0.46984127,"FvFm_prima.TreatW"
158,1,NA,"FvFm_prima.TreatW"
293,1,NA,"FvFm_prima.TreatW"
295,3,0.471526196,"FvFm_prima.TreatW"
1196,1,0.312638581,"FvFm_prima.TreatW"
1198,3,NA,"FvFm_prima.TreatW"
1200,5,0.267241379,"FvFm_prima.TreatW"
1202,5,NA,"FvFm_prima.TreatW"
1203,3,0.290960452,"FvFm_prima.TreatW"
1210,3,0.449416342,"FvFm_prima.TreatW"
1211,1,0.371541502,"FvFm_prima.TreatW"
1214,1,0.363196126,"FvFm_prima.TreatW"
1215,3,0.351812367,"FvFm_prima.TreatW"
1216,5,0.143162393,"FvFm_prima.TreatW"
1217,5,0.411214953,"FvFm_prima.TreatW"
1218,5,NA,"FvFm_prima.TreatW"
1219,1,0.286821705,"FvFm_prima.TreatW"
1220,5,0.425981873,"FvFm_prima.TreatW"
1222,5,0.494456763,"FvFm_prima.TreatW"
1224,1,0.333976834,"FvFm_prima.TreatW"
1225,1,0.254143646,"FvFm_prima.TreatW"
1226,3,NA,"FvFm_prima.TreatW"
1229,1,NA,"FvFm_prima.TreatW"
1232,3,0.315068493,"FvFm_prima.TreatW"
1236,5,0.239766082,"FvFm_prima.TreatW"
1239,1,0.325699746,"FvFm_prima.TreatW"
1254,1,0.331670823,"FvFm_prima.TreatW"
1255,5,0.282282282,"FvFm_prima.TreatW"
1257,1,0.219895288,"FvFm_prima.TreatW"
1259,3,0.459770115,"FvFm_prima.TreatW"
1260,5,0.342519685,"FvFm_prima.TreatW"
1264,3,0.483775811,"FvFm_prima.TreatW"
1265,1,0.306122449,"FvFm_prima.TreatW"
1266,5,0.21978022,"FvFm_prima.TreatW"
1267,3,0.384615385,"FvFm_prima.TreatW"
1268,1,0.322580645,"FvFm_prima.TreatW"
1271,5,0.466472303,"FvFm_prima.TreatW"
1272,3,0.339522546,"FvFm_prima.TreatW"
1273,1,0.394618834,"FvFm_prima.TreatW"
1275,1,0.286919831,"FvFm_prima.TreatW"
1276,3,NA,"FvFm_prima.TreatW"
1277,5,NA,"FvFm_prima.TreatW"
1278,3,0.364116095,"FvFm_prima.TreatW"
1280,3,0.328605201,"FvFm_prima.TreatW"
1286,3,0.523913043,"FvFm_prima.TreatW"
1287,5,0.408376963,"FvFm_prima.TreatW"
1289,1,0.198461538,"FvFm_prima.TreatW"
1290,3,NA,"FvFm_prima.TreatW"
1291,3,0.1875,"FvFm_prima.TreatW"
1294,5,0.45923913,"FvFm_prima.TreatW"
1295,3,0.506203474,"FvFm_prima.TreatW"
1297,5,0.274285714,"FvFm_prima.TreatW"
1300,1,0.378190255,"FvFm_prima.TreatW"
1301,5,NA,"FvFm_prima.TreatW"
1302,3,NA,"FvFm_prima.TreatW"
1303,1,0.394213382,"FvFm_prima.TreatW"
1305,3,0.50117096,"FvFm_prima.TreatW"
1306,5,0.524838013,"FvFm_prima.TreatW"
1307,1,0.307692308,"FvFm_prima.TreatW"
1310,5,0.524444444,"FvFm_prima.TreatW"
1311,3,0.325925926,"FvFm_prima.TreatW"
1312,1,0.32505176,"FvFm_prima.TreatW"
1314,1,0.347908745,"FvFm_prima.TreatW"
1315,1,0.314079422,"FvFm_prima.TreatW"
1316,3,0.354054054,"FvFm_prima.TreatW"
1317,5,NA,"FvFm_prima.TreatW"
1323,3,0.360433604,"FvFm_prima.TreatW"
1326,5,0.360824742,"FvFm_prima.TreatW"
1329,1,0.310996564,"FvFm_prima.TreatW"
1330,3,0.313653137,"FvFm_prima.TreatW"
1333,5,0.417827298,"FvFm_prima.TreatW"
1336,3,0.337104072,"FvFm_prima.TreatW"
1340,3,0.263473054,"FvFm_prima.TreatW"
1341,5,0.547425474,"FvFm_prima.TreatW"
1342,3,NA,"FvFm_prima.TreatW"
1345,3,0.301204819,"FvFm_prima.TreatW"
1347,5,0.528604119,"FvFm_prima.TreatW"
1348,5,0.356275304,"FvFm_prima.TreatW"
1349,3,0.346715328,"FvFm_prima.TreatW"
1350,3,NA,"FvFm_prima.TreatW"
1353,5,NA,"FvFm_prima.TreatW"
1354,5,NA,"FvFm_prima.TreatW"
1355,1,0.245098039,"FvFm_prima.TreatW"
1356,3,0.490153173,"FvFm_prima.TreatW"
1358,5,0.491139241,"FvFm_prima.TreatW"
1361,1,0.250814332,"FvFm_prima.TreatW"
1367,3,0.255952381,"FvFm_prima.TreatW"
1368,1,0.342298289,"FvFm_prima.TreatW"
1369,5,0.29281768,"FvFm_prima.TreatW"
1371,1,NA,"FvFm_prima.TreatW"
1372,5,0.322429907,"FvFm_prima.TreatW"
1373,5,0.472772277,"FvFm_prima.TreatW"
1374,1,0.257627119,"FvFm_prima.TreatW"
1375,3,0.370689655,"FvFm_prima.TreatW"
1378,5,0.448179272,"FvFm_prima.TreatW"
1388,5,0.498834499,"FvFm_prima.TreatW"
1390,3,0.235714286,"FvFm_prima.TreatW"
1391,1,0.311881188,"FvFm_prima.TreatW"
1394,5,0.407494145,"FvFm_prima.TreatW"
1396,1,0.194936709,"FvFm_prima.TreatW"
1398,5,0.265060241,"FvFm_prima.TreatW"
1402,3,0.444444444,"FvFm_prima.TreatW"
1403,1,0.295019157,"FvFm_prima.TreatW"
1407,1,0.301818182,"FvFm_prima.TreatW"
1410,5,0.391941392,"FvFm_prima.TreatW"
1420,5,0.314447592,"FvFm_prima.TreatW"
1421,1,0.37593985,"FvFm_prima.TreatW"
1425,5,0.412103746,"FvFm_prima.TreatW"
1426,1,0.359493671,"FvFm_prima.TreatW"
1427,1,0.323108384,"FvFm_prima.TreatW"
1428,5,0.452513966,"FvFm_prima.TreatW"
1431,1,0.344262295,"FvFm_prima.TreatW"
1432,3,0.403162055,"FvFm_prima.TreatW"
1437,5,0.253554502,"FvFm_prima.TreatW"
1440,3,0.443809524,"FvFm_prima.TreatW"
1443,3,0.393075356,"FvFm_prima.TreatW"
1444,5,NA,"FvFm_prima.TreatW"
1445,3,0.46803653,"FvFm_prima.TreatW"
1451,3,0.297577855,"FvFm_prima.TreatW"
1453,1,0.381656805,"FvFm_prima.TreatW"
1457,5,0.301204819,"FvFm_prima.TreatW"
1458,1,0.226600985,"FvFm_prima.TreatW"
1460,1,0.191780822,"FvFm_prima.TreatW"
1462,1,0.374622356,"FvFm_prima.TreatW"
1465,3,0.440721649,"FvFm_prima.TreatW"
1473,5,0.415584416,"FvFm_prima.TreatW"
1474,1,0.323383085,"FvFm_prima.TreatW"
1475,3,0.446721311,"FvFm_prima.TreatW"
1477,1,0.47173913,"FvFm_prima.TreatW"
1479,1,0.384823848,"FvFm_prima.TreatW"
1484,1,0.337209302,"FvFm_prima.TreatW"
1486,3,0.146757679,"FvFm_prima.TreatW"
1487,3,0.402597403,"FvFm_prima.TreatW"
1488,1,NA,"FvFm_prima.TreatW"
1489,1,0.346031746,"FvFm_prima.TreatW"
1490,5,0.517564403,"FvFm_prima.TreatW"
1491,5,0.486404834,"FvFm_prima.TreatW"
1492,3,0.324257426,"FvFm_prima.TreatW"
1493,3,NA,"FvFm_prima.TreatW"
1496,3,0.517598344,"FvFm_prima.TreatW"
1497,5,NA,"FvFm_prima.TreatW"
1498,1,0.33106961,"FvFm_prima.TreatW"
1499,5,0.319327731,"FvFm_prima.TreatW"
1500,1,0.245535714,"FvFm_prima.TreatW"
1507,3,0.323863636,"FvFm_prima.TreatW"
1508,5,0.36875,"FvFm_prima.TreatW"
1510,1,0.214659686,"FvFm_prima.TreatW"
1512,1,0.322580645,"FvFm_prima.TreatW"
1516,3,0.375757576,"FvFm_prima.TreatW"
1518,3,0.482439926,"FvFm_prima.TreatW"
1520,1,0.282511211,"FvFm_prima.TreatW"
1526,5,0.327702703,"FvFm_prima.TreatW"
1527,1,0.363636364,"FvFm_prima.TreatW"
1528,3,0.325459318,"FvFm_prima.TreatW"
1532,3,0.406914894,"FvFm_prima.TreatW"
1535,5,0.206477733,"FvFm_prima.TreatW"
1542,5,0.47515528,"FvFm_prima.TreatW"
1543,1,0.31211499,"FvFm_prima.TreatW"
1545,5,NA,"FvFm_prima.TreatW"
1546,5,0.47816092,"FvFm_prima.TreatW"
1547,3,0.428571429,"FvFm_prima.TreatW"
1561,1,0.273556231,"FvFm_prima.TreatW"
1562,5,0.447761194,"FvFm_prima.TreatW"
1565,1,0.287305122,"FvFm_prima.TreatW"
1569,3,0.463265306,"FvFm_prima.TreatW"
1570,5,0.234177215,"FvFm_prima.TreatW"
1571,3,0.408839779,"FvFm_prima.TreatW"
1572,1,0.418067227,"FvFm_prima.TreatW"
1574,3,NA,"FvFm_prima.TreatW"
1575,1,0.250517598,"FvFm_prima.TreatW"
1620,1,0.388601036,"FvFm_prima.TreatW"
1623,3,0.3375,"FvFm_prima.TreatW"
1624,5,0.334507042,"FvFm_prima.TreatW"
1625,5,0.419098143,"FvFm_prima.TreatW"
1626,3,0.376271186,"FvFm_prima.TreatW"
1663,3,0.326633166,"FvFm_prima.TreatW"
1664,1,0.42,"FvFm_prima.TreatW"
1665,5,0.315186246,"FvFm_prima.TreatW"
1700,1,0.292207792,"FvFm_prima.TreatW"
1,4,0.089,"Gsarea.TreatD"
3,2,0.0627,"Gsarea.TreatD"
4,2,0.1897,"Gsarea.TreatD"
91,6,0.171,"Gsarea.TreatD"
94,2,0.0591,"Gsarea.TreatD"
96,6,0.0014,"Gsarea.TreatD"
159,6,0.0505,"Gsarea.TreatD"
160,4,0.0642,"Gsarea.TreatD"
294,4,0.0729,"Gsarea.TreatD"
893,6,0.0712,"Gsarea.TreatD"
1195,4,0.0619,"Gsarea.TreatD"
1197,6,0.0532,"Gsarea.TreatD"
1199,2,0.0557,"Gsarea.TreatD"
1201,4,0.0895,"Gsarea.TreatD"
1204,2,0.1363,"Gsarea.TreatD"
1212,4,0.0583,"Gsarea.TreatD"
1213,2,0.1028,"Gsarea.TreatD"
1221,6,0.1807,"Gsarea.TreatD"
1223,6,0.1131,"Gsarea.TreatD"
1227,2,0.1021,"Gsarea.TreatD"
1228,4,0.0827,"Gsarea.TreatD"
1230,2,0.0548,"Gsarea.TreatD"
1231,4,0.0224,"Gsarea.TreatD"
1233,6,0.0576,"Gsarea.TreatD"
1234,6,0.0676,"Gsarea.TreatD"
1235,4,0.0229,"Gsarea.TreatD"
1237,2,0.1055,"Gsarea.TreatD"
1238,2,0.0904,"Gsarea.TreatD"
1240,4,0.0961,"Gsarea.TreatD"
1241,4,0.031,"Gsarea.TreatD"
1242,2,0.1036,"Gsarea.TreatD"
1243,6,0.0804,"Gsarea.TreatD"
1244,6,0.1191,"Gsarea.TreatD"
1245,4,0.1534,"Gsarea.TreatD"
1246,2,0.1071,"Gsarea.TreatD"
1251,6,0.0868,"Gsarea.TreatD"
1252,6,0.0784,"Gsarea.TreatD"
1253,2,0.144,"Gsarea.TreatD"
1256,6,0.0829,"Gsarea.TreatD"
1258,4,0.079,"Gsarea.TreatD"
1261,2,0.0815,"Gsarea.TreatD"
1262,6,0.119,"Gsarea.TreatD"
1269,6,NA,"Gsarea.TreatD"
1270,6,NA,"Gsarea.TreatD"
1274,6,NA,"Gsarea.TreatD"
1279,2,NA,"Gsarea.TreatD"
1281,4,NA,"Gsarea.TreatD"
1282,6,0.0681,"Gsarea.TreatD"
1283,2,0.21,"Gsarea.TreatD"
1284,4,0.1605,"Gsarea.TreatD"
1285,6,0.0332,"Gsarea.TreatD"
1288,6,NA,"Gsarea.TreatD"
1292,6,NA,"Gsarea.TreatD"
1296,2,0.0735,"Gsarea.TreatD"
1298,4,0.073,"Gsarea.TreatD"
1299,4,0.1314,"Gsarea.TreatD"
1304,6,0.1062,"Gsarea.TreatD"
1308,6,0.1307,"Gsarea.TreatD"
1309,2,0.1324,"Gsarea.TreatD"
1313,4,0.031,"Gsarea.TreatD"
1324,4,0.0882,"Gsarea.TreatD"
1325,4,0.052,"Gsarea.TreatD"
1327,6,0.0861,"Gsarea.TreatD"
1328,2,0.0712,"Gsarea.TreatD"
1331,6,0.1034,"Gsarea.TreatD"
1332,6,0.0982,"Gsarea.TreatD"
1334,6,0.0764,"Gsarea.TreatD"
1337,4,0.1302,"Gsarea.TreatD"
1338,4,0.1135,"Gsarea.TreatD"
1339,2,0.1445,"Gsarea.TreatD"
1343,2,0.1593,"Gsarea.TreatD"
1344,4,0.1621,"Gsarea.TreatD"
1346,2,0.1912,"Gsarea.TreatD"
1351,4,0.0895,"Gsarea.TreatD"
1352,2,0.1443,"Gsarea.TreatD"
1357,4,0.1231,"Gsarea.TreatD"
1359,4,0.0913,"Gsarea.TreatD"
1360,6,0.0978,"Gsarea.TreatD"
1362,6,0.0487,"Gsarea.TreatD"
1363,2,0.0358,"Gsarea.TreatD"
1364,2,0.0685,"Gsarea.TreatD"
1365,4,0.1936,"Gsarea.TreatD"
1366,6,0.0825,"Gsarea.TreatD"
1370,4,0.0987,"Gsarea.TreatD"
1376,2,0.1131,"Gsarea.TreatD"
1377,2,0.0595,"Gsarea.TreatD"
1379,4,0.0561,"Gsarea.TreatD"
1380,2,0.0955,"Gsarea.TreatD"
1381,4,0.0405,"Gsarea.TreatD"
1382,6,0.0841,"Gsarea.TreatD"
1383,2,0.0736,"Gsarea.TreatD"
1384,6,0.0328,"Gsarea.TreatD"
1385,2,0.1367,"Gsarea.TreatD"
1386,4,0.0856,"Gsarea.TreatD"
1387,6,0.0687,"Gsarea.TreatD"
1389,4,0.0264,"Gsarea.TreatD"
1392,2,0.0833,"Gsarea.TreatD"
1393,2,0.2267,"Gsarea.TreatD"
1395,4,0.0788,"Gsarea.TreatD"
1397,6,0.0449,"Gsarea.TreatD"
1399,4,0.0859,"Gsarea.TreatD"
1400,2,0.048,"Gsarea.TreatD"
1401,2,0.0387,"Gsarea.TreatD"
1408,6,0.1251,"Gsarea.TreatD"
1409,2,0.1191,"Gsarea.TreatD"
1417,2,0.0987,"Gsarea.TreatD"
1418,4,0.1451,"Gsarea.TreatD"
1419,2,0.1312,"Gsarea.TreatD"
1423,4,0.0704,"Gsarea.TreatD"
1424,4,0.0527,"Gsarea.TreatD"
1429,2,0.1357,"Gsarea.TreatD"
1430,2,0.1559,"Gsarea.TreatD"
1433,6,0.0233,"Gsarea.TreatD"
1434,4,0.12,"Gsarea.TreatD"
1435,2,0.0729,"Gsarea.TreatD"
1436,4,0.0769,"Gsarea.TreatD"
1438,4,0.0618,"Gsarea.TreatD"
1439,6,0.2085,"Gsarea.TreatD"
1441,4,0.0981,"Gsarea.TreatD"
1442,2,0.159,"Gsarea.TreatD"
1446,2,0.0996,"Gsarea.TreatD"
1447,4,0.1486,"Gsarea.TreatD"
1448,2,0.0458,"Gsarea.TreatD"
1449,6,0.0599,"Gsarea.TreatD"
1450,6,0.0675,"Gsarea.TreatD"
1452,4,0.0181,"Gsarea.TreatD"
1454,6,0.1047,"Gsarea.TreatD"
1455,2,0.0711,"Gsarea.TreatD"
1456,6,0.1256,"Gsarea.TreatD"
1459,6,0.0483,"Gsarea.TreatD"
1461,4,0.0457,"Gsarea.TreatD"
1463,6,0.0946,"Gsarea.TreatD"
1464,6,0.1698,"Gsarea.TreatD"
1466,4,0.0624,"Gsarea.TreatD"
1467,4,0.0851,"Gsarea.TreatD"
1468,6,0.0662,"Gsarea.TreatD"
1469,4,0.0638,"Gsarea.TreatD"
1470,6,0.1597,"Gsarea.TreatD"
1471,2,0.0747,"Gsarea.TreatD"
1476,2,0.1112,"Gsarea.TreatD"
1478,6,NA,"Gsarea.TreatD"
1480,4,0.0942,"Gsarea.TreatD"
1481,6,0.0678,"Gsarea.TreatD"
1482,4,0.0555,"Gsarea.TreatD"
